788271400	30	62
788271400	114	158
788271400	116	125
788271400	116	152
788271400	116	158
788271400	130	152
788271400	130	158
788271400	182	193
788271400	187	193
788271400	259	267
788271400	259	298
788271400	280	298
788271400	435	441
788271400	435	449
788271400	1013	1034
788271400	1602	1608
788271400	1602	1612
788271400	2278	2287
788271400	2280	2287
788271400	2315	2324
788271400	2584	2603
788271400	2589	2603
788271400	2616	2633
788271400	2616	2657
788271400	2643	2657
788271400	2682	2707
788271400	2758	2785
788271400	2772	2785
788271400	2786	2814
788271400	2966	2972
788271400	3013	3040
788271400	3017	3040
788271400	3027	3040
788271400	3167	3198
788271400	3182	3198
788271400	3188	3198
788271400	3441	3447
788271400	3441	3455
788271400	3650	3662
788271400	3792	3810
788271400	3794	3810
788271400	3868	3885
788271400	3870	3885
788271400	3889	3917
788271400	3889	3935
788271400	3903	3917
788271400	4028	4047
788271400	4100	4132
788271400	4256	4266
788271400	4553	4569
788271400	4555	4569
788271400	4619	4663
788271400	4632	4663
788271400	4637	4663
788271400	4640	4663
788271400	4668	4711
788271400	4687	4711
788271400	4805	4824
788271400	4805	4832
788271400	4889	4906
788271400	4891	4898
788271400	4891	4906
738447109	0	18
738447109	5	18
738447109	102	120
738447109	107	120
738447109	335	358
738447109	336	358
738447109	336	359
738447109	419	447
738447109	430	437
738447109	430	447
738447109	480	509
738447109	484	509
738447109	494	509
738447109	733	760
738447109	744	755
738447109	744	760
738447109	746	755
738447109	746	760
738447109	1000	1027
738447109	1011	1022
738447109	1011	1027
738447109	1013	1022
738447109	1013	1027
738447109	1333	1355
738447109	1335	1342
738447109	1335	1355
738447109	1830	1850
738447109	1840	1850
738447109	1861	1885
738447109	1897	1919
738447109	1897	1943
738447109	1924	1943
738447109	1928	1943
738447109	1949	1966
738447109	1949	1967
738447109	2465	2483
738447109	3240	3247
738447109	3446	3485
738447109	3460	3485
738447109	3547	3556
738447109	3638	3649
738447109	3638	3658
738447109	3667	3684
738447109	3952	3959
738447109	3952	3967
738447109	3976	3983
738447109	3976	3993
738447109	4106	4117
738447109	4179	4186
738447109	4179	4194
738447109	4203	4210
738447109	4203	4220
738447109	4333	4344
738447109	4437	4449
738447109	4479	4504
738447109	4484	4492
738447109	4484	4504
738447109	4546	4562
738447109	4552	4562
738447109	4669	4681
738447109	4711	4736
738447109	4711	4737
738447109	4716	4724
738447109	4716	4736
738447109	4716	4737
738447109	4778	4794
738447109	4784	4794
738447109	5790	5798
738447109	5790	5806
738447109	5790	5820
738447109	5850	5879
738447109	5863	5871
738447109	5863	5879
738447109	6080	6129
738447109	6107	6129
738447109	6113	6129
738447109	6155	6167
738447109	6168	6182
738447109	6168	6208
738447109	6183	6208
738447109	6192	6208
738447109	6199	6208
730081389	1309	1326
778094905	378	387
